tuition_in_state_usd,tuition_out_of_state_usd,admission_rate,sat_average,act_midpoint,name,city,state,country,source
,,,,,Salon Success Academy-Riverside,Riverside,CA,United States,collegescorecard.ed.gov
1404.0,10374.0,,,,Hartnell College,Salinas,CA,United States,collegescorecard.ed.gov
68613.0,68613.0,0.1266,1545.0,35.0,Harvey Mudd College,Claremont,CA,United States,collegescorecard.ed.gov
,,,,,Hilltop Beauty School,Daly City,CA,United States,collegescorecard.ed.gov
,,,,,Pacifica Graduate Institute,Santa Barbara CA,CA,United States,collegescorecard.ed.gov
8250.0,20850.0,0.982,,,California State Polytechnic University-Humboldt,Arcata,CA,United States,collegescorecard.ed.gov
13500.0,13500.0,,,,Humphreys University,Stockton,CA,United States,collegescorecard.ed.gov
1148.0,8852.0,,,,Imperial Valley College,Imperial,CA,United States,collegescorecard.ed.gov
,,,,,Institute for Business and Technology,San Jose,CA,United States,collegescorecard.ed.gov
20250.0,20250.0,,,,Interior Designers Institute,Newport Beach,CA,United States,collegescorecard.ed.gov
1156.0,11860.0,,,,Irvine Valley College,Irvine,CA,United States,collegescorecard.ed.gov
,,,,,Bellus Academy-El Cajon,El Cajon,CA,United States,collegescorecard.ed.gov
,,,,,American Jewish University,Los Angeles,CA,United States,collegescorecard.ed.gov
1334.0,10154.0,,,,Reedley College,Reedley,CA,United States,collegescorecard.ed.gov
22118.0,22118.0,0.958,,,Life Pacific University,San Dimas,CA,United States,collegescorecard.ed.gov
49470.0,49470.0,0.7117,1083.0,21.0,University of La Verne,La Verne,CA,United States,collegescorecard.ed.gov
37500.0,37500.0,0.9432,,,Laguna College of Art and Design,Laguna Beach,CA,United States,collegescorecard.ed.gov
1131.0,11103.0,,,,Lake Tahoe Community College,South Lake Tahoe,CA,United States,collegescorecard.ed.gov
,,,,,Lancaster Beauty School,Lancaster,CA,United States,collegescorecard.ed.gov
1258.0,9898.0,,,,Laney College,Oakland,CA,United States,collegescorecard.ed.gov
1144.0,9280.0,,,,Lassen Community College,Susanville,CA,United States,collegescorecard.ed.gov
14050.0,14050.0,0.5455,,,Latin American Bible Institute,La Puente,CA,United States,collegescorecard.ed.gov
,,,,,Life Chiropractic College West,Hayward,CA,United States,collegescorecard.ed.gov
13150.0,13150.0,,,,Lincoln University,Oakland,CA,United States,collegescorecard.ed.gov
19080.0,19080.0,,,,Southern California Seminary,El Cajon,CA,United States,collegescorecard.ed.gov
37710.0,37710.0,0.915,,23.0,La Sierra University,Riverside,CA,United States,collegescorecard.ed.gov
,,,,,Loma Linda University,Loma Linda,CA,United States,collegescorecard.ed.gov
1556.0,12544.0,,,,Long Beach City College,Long Beach,CA,United States,collegescorecard.ed.gov
10476.0,10476.0,,,,Southern California University of Health Sciences,Whittier,CA,United States,collegescorecard.ed.gov
1238.0,10568.0,,,,Los Angeles Harbor College,Wilmington,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,Los Angeles Pierce College,Woodland Hills,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,Los Angeles Southwest College,Los Angeles,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,Los Angeles Trade Technical College,Los Angeles,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,Los Angeles Valley College,Valley Glen,CA,United States,collegescorecard.ed.gov
39020.0,39020.0,0.8402,,,The Master's University and Seminary,Santa Clarita,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,Los Angeles City College,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,Los Angeles Mission College,Sylmar,CA,United States,collegescorecard.ed.gov
1312.0,10320.0,,,,Los Medanos College,Pittsburg,CA,United States,collegescorecard.ed.gov
62357.0,62357.0,0.4508,1359.0,30.0,Loyola Marymount University,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Lu Ross Academy,Ventura,CA,United States,collegescorecard.ed.gov
,,,,,Lyle's College of Beauty,Bakersfield,CA,United States,collegescorecard.ed.gov
,,,,,Lyle's College of  Beauty,Fresno,CA,United States,collegescorecard.ed.gov
,,,,,Lytles Redwood Empire Beauty College,Santa Rosa,CA,United States,collegescorecard.ed.gov
,,0.6338,,,MTI College,Sacramento,CA,United States,collegescorecard.ed.gov
1558.0,9334.0,,,,College of Marin,Kentfield,CA,United States,collegescorecard.ed.gov
1423.0,10003.0,,,,Mendocino College,Ukiah,CA,United States,collegescorecard.ed.gov
53630.0,53630.0,0.6847,,,Menlo College,Atherton,CA,United States,collegescorecard.ed.gov
1200.0,8520.0,,,,Merced College,Merced,CA,United States,collegescorecard.ed.gov
1258.0,9898.0,,,,Merritt College,Oakland,CA,United States,collegescorecard.ed.gov
67778.0,67778.0,0.1665,1472.0,31.0,Northeastern University Oakland,Oakland,CA,United States,collegescorecard.ed.gov
1158.0,9750.0,,,,MiraCosta College,Oceanside,CA,United States,collegescorecard.ed.gov
1438.0,12500.0,,,,Mission College,Santa Clara,CA,United States,collegescorecard.ed.gov
,,,,,Modern Beauty Academy,Oxnard,CA,United States,collegescorecard.ed.gov
1282.0,9264.0,,,,Modesto Junior College,Modesto,CA,United States,collegescorecard.ed.gov
,,,,,Moler Barber College,Oakland,CA,United States,collegescorecard.ed.gov
,,,,,Middlebury Institute of International Studies at Monterey,Monterey,CA,United States,collegescorecard.ed.gov
1188.0,10572.0,,,,Monterey Peninsula College,Monterey,CA,United States,collegescorecard.ed.gov
1426.0,9615.0,,,,Moorpark College,Moorpark,CA,United States,collegescorecard.ed.gov
1364.0,10464.0,,,,Mt San Antonio College,Walnut,CA,United States,collegescorecard.ed.gov
49564.0,49564.0,0.7313,,,Mount Saint Mary's University,Los Angeles,CA,United States,collegescorecard.ed.gov
1448.0,12728.0,,,,Mt San Jacinto Community College District,San Jacinto,CA,United States,collegescorecard.ed.gov
34322.0,34322.0,0.7795,,,Musicians Institute,Hollywood,CA,United States,collegescorecard.ed.gov
1156.0,11908.0,,,,Napa Valley College,Napa,CA,United States,collegescorecard.ed.gov
,,,,,National Holistic Institute,Emeryville,CA,United States,collegescorecard.ed.gov
13284.0,13284.0,,,,National University,San Diego,CA,United States,collegescorecard.ed.gov
,,,,,Naval Postgraduate School,Monterey,CA,United States,collegescorecard.ed.gov
30291.0,30291.0,1.0,,,Newschool of Architecture and Design,San Diego,CA,United States,collegescorecard.ed.gov
,,,,,North Adrian's College of Beauty Inc,Modesto,CA,United States,collegescorecard.ed.gov
,,,,,North-West College-Pomona,Pomona,CA,United States,collegescorecard.ed.gov
,,,,,North-West College-West Covina,West Covina,CA,United States,collegescorecard.ed.gov
,,,,,North-West College-Van Nuys,Van Nuys,CA,United States,collegescorecard.ed.gov
8830.0,8830.0,0.9578,,,San Francisco Bay University,Fremont,CA,United States,collegescorecard.ed.gov
,,,,,Notre Dame de Namur University,Belmont,CA,United States,collegescorecard.ed.gov
66274.0,66274.0,0.4417,1452.0,32.0,Occidental College,Los Angeles,CA,United States,collegescorecard.ed.gov
1202.0,8714.0,,,,Ohlone College,Fremont,CA,United States,collegescorecard.ed.gov
1392.0,11640.0,,,,Orange Coast College,Costa Mesa,CA,United States,collegescorecard.ed.gov
56488.0,56488.0,0.8176,1310.0,25.0,Otis College of Art and Design,Los Angeles,CA,United States,collegescorecard.ed.gov
1426.0,9615.0,,,,Oxnard College,Oxnard,CA,United States,collegescorecard.ed.gov
38050.0,38050.0,0.3298,1020.0,,Hope International University,Fullerton,CA,United States,collegescorecard.ed.gov
,,1.0,,,Concorde Career College-San Diego,San Diego,CA,United States,collegescorecard.ed.gov
,,,,,Palo Alto University,Palo Alto,CA,United States,collegescorecard.ed.gov
32520.0,32520.0,0.3438,,,Pacific Oaks College,Pasadena,CA,United States,collegescorecard.ed.gov
,,,,,Pacific School of Religion,Berkeley,CA,United States,collegescorecard.ed.gov
10159.0,10159.0,,,,Pacific States University,Los Angeles,CA,United States,collegescorecard.ed.gov
37173.0,37173.0,0.473,,,Pacific Union College,Angwin,CA,United States,collegescorecard.ed.gov
57080.0,57080.0,0.7132,1346.0,28.0,University of the Pacific,Stockton,CA,United States,collegescorecard.ed.gov
1288.0,12880.0,,,,Palo Verde College,Blythe,CA,United States,collegescorecard.ed.gov
1354.0,10650.0,,,,Palomar College,San Marcos,CA,United States,collegescorecard.ed.gov
1180.0,9820.0,,,,Pasadena City College,Pasadena,CA,United States,collegescorecard.ed.gov
69918.0,69918.0,0.6286,1384.0,28.0,Pepperdine University,Malibu,CA,United States,collegescorecard.ed.gov
65192.0,65192.0,0.2516,,,Pitzer College,Claremont,CA,United States,collegescorecard.ed.gov
46250.0,46250.0,0.8368,1287.0,26.0,Point Loma Nazarene University,San Diego,CA,United States,collegescorecard.ed.gov
65420.0,65420.0,0.0709,1534.0,34.0,Pomona College,Claremont,CA,United States,collegescorecard.ed.gov
1438.0,11308.0,,,,Porterville College,Porterville,CA,United States,collegescorecard.ed.gov
,,,,,Professional Institute of Beauty,El Monte,CA,United States,collegescorecard.ed.gov
1180.0,10756.0,,,,Santa Ana College,Santa Ana,CA,United States,collegescorecard.ed.gov
,,,,,RAND School of Public Policy,Santa Monica,CA,United States,collegescorecard.ed.gov
,,,,,Shasta School of Cosmetology,Redding,CA,United States,collegescorecard.ed.gov
60878.0,60878.0,0.8271,1241.0,29.0,University of Redlands,Redlands,CA,United States,collegescorecard.ed.gov
1198.0,8854.0,,,,College of the Redwoods,Eureka,CA,United States,collegescorecard.ed.gov
,,,,,Salon Success Academy-Upland,Upland,CA,United States,collegescorecard.ed.gov
,,,,,Salon Success Academy-Corona,Corona,CA,United States,collegescorecard.ed.gov
1388.0,9884.0,,,,Rio Hondo College,Whittier,CA,United States,collegescorecard.ed.gov
1428.0,12498.0,,,,Riverside City College,Riverside,CA,United States,collegescorecard.ed.gov
,,,,,Dongguk University Los Angeles,Los Angeles,CA,United States,collegescorecard.ed.gov
1288.0,12616.0,,,,Sacramento City College,Sacramento,CA,United States,collegescorecard.ed.gov
1156.0,11860.0,,,,Saddleback College,Mission Viejo,CA,United States,collegescorecard.ed.gov
,,,,,Samuel Merritt University,Oakland,CA,United States,collegescorecard.ed.gov
1146.0,10002.0,,,,San Diego City College,San Diego,CA,United States,collegescorecard.ed.gov
1146.0,10002.0,,,,San Diego Mesa College,San Diego,CA,United States,collegescorecard.ed.gov
1146.0,10002.0,,,,San Diego Miramar College,San Diego,CA,United States,collegescorecard.ed.gov
8728.0,21328.0,0.3619,,,San Diego State University,San Diego,CA,United States,collegescorecard.ed.gov
59486.0,59486.0,0.5238,,,University of San Diego,San Diego,CA,United States,collegescorecard.ed.gov
56150.0,56150.0,0.5491,,,San Francisco Conservatory of Music,San Francisco,CA,United States,collegescorecard.ed.gov
7950.0,20550.0,0.9644,,,San Francisco State University,San Francisco,CA,United States,collegescorecard.ed.gov
60492.0,60492.0,0.6171,1295.0,29.0,University of San Francisco,San Francisco,CA,United States,collegescorecard.ed.gov
,,,,,San Joaquin College of Law,Clovis,CA,United States,collegescorecard.ed.gov
1180.0,9772.0,,,,San Joaquin Delta College,Stockton,CA,United States,collegescorecard.ed.gov
,,,,,San Joaquin Valley College-Visalia,Visalia,CA,United States,collegescorecard.ed.gov
,,,,,San Joaquin Valley College-Bakersfield,Bakersfield,CA,United States,collegescorecard.ed.gov
37150.0,37150.0,0.9333,1150.0,,William Jessup University,Rocklin,CA,United States,collegescorecard.ed.gov
1366.0,11922.0,,,,San Jose City College,San Jose,CA,United States,collegescorecard.ed.gov
8410.0,21010.0,0.8461,,,San Jose State University,San Jose,CA,United States,collegescorecard.ed.gov
1332.0,11384.0,,,,College of San Mateo,San Mateo,CA,United States,collegescorecard.ed.gov
1240.0,10432.0,,,,Santa Barbara City College,Santa Barbara,CA,United States,collegescorecard.ed.gov
61293.0,61293.0,0.48,1426.0,32.0,Santa Clara University,Santa Clara,CA,United States,collegescorecard.ed.gov
1156.0,10708.0,,,,Santa Monica College,Santa Monica,CA,United States,collegescorecard.ed.gov
1318.0,11308.0,,,,Santa Rosa Junior College,Santa Rosa,CA,United States,collegescorecard.ed.gov
,,,,,Saybrook University,Pasadena,CA,United States,collegescorecard.ed.gov
65950.0,65950.0,0.3829,1492.0,33.0,Scripps College,Claremont,CA,United States,collegescorecard.ed.gov
1394.0,9038.0,,,,College of the Sequoias,Visalia,CA,United States,collegescorecard.ed.gov
14535.0,14535.0,1.0,,,Shasta Bible College and Graduate School,Redding,CA,United States,collegescorecard.ed.gov
1197.0,8853.0,,,,Shasta College,Redding,CA,United States,collegescorecard.ed.gov
1446.0,1446.0,,,,Sierra College,Rocklin,CA,United States,collegescorecard.ed.gov
,,,,,Sierra College of Beauty,Merced,CA,United States,collegescorecard.ed.gov
,,,,,Trinity Law School,Santa Ana,CA,United States,collegescorecard.ed.gov
39708.0,39708.0,0.8603,,,Simpson University,Redding,CA,United States,collegescorecard.ed.gov
1444.0,9394.0,,,,College of the Siskiyous,Weed,CA,United States,collegescorecard.ed.gov
,,,,,Charles A Jones Career and Education Center,Sacramento,CA,United States,collegescorecard.ed.gov
1272.0,9956.0,,,,Skyline College,San Bruno,CA,United States,collegescorecard.ed.gov
1196.0,14382.0,,,,San Bernardino Valley College,San Bernardino,CA,United States,collegescorecard.ed.gov
57803.0,57803.0,0.8653,,,Saint Mary's College of California,Moraga,CA,United States,collegescorecard.ed.gov
1172.0,9812.0,,,,Solano Community College,Fairfield,CA,United States,collegescorecard.ed.gov
8624.0,21224.0,0.9343,,,Sonoma State University,Rohnert Park,CA,United States,collegescorecard.ed.gov
,,,,,South Baylo University,Anaheim,CA,United States,collegescorecard.ed.gov
13494.0,13494.0,,,,South Coast College,Orange,CA,United States,collegescorecard.ed.gov
41700.0,41700.0,0.6244,,22.0,Vanguard University of Southern California,Costa Mesa,CA,United States,collegescorecard.ed.gov
,,0.9742,,,Concorde Career College-Garden Grove,Garden Grove,CA,United States,collegescorecard.ed.gov
1344.0,10640.0,,,,Southwestern College,Chula Vista,CA,United States,collegescorecard.ed.gov
,,,,,Starr King School for the Ministry,Oakland,CA,United States,collegescorecard.ed.gov
,,,,,Marshall B Ketchum University,Fullerton,CA,United States,collegescorecard.ed.gov
56162.0,56162.0,0.766,,,Southern California Institute of Architecture,Los Angeles,CA,United States,collegescorecard.ed.gov
72097.0,72097.0,0.0981,1495.0,34.0,University of Southern California,Los Angeles,CA,United States,collegescorecard.ed.gov
,,,,,Southwestern Law School,Los Angeles,CA,United States,collegescorecard.ed.gov
1108.0,10852.0,,,,Taft College,Taft,CA,United States,collegescorecard.ed.gov
,,,,,Claremont School of Theology,Los Angeles,CA,United States,collegescorecard.ed.gov
30200.0,30200.0,0.8309,1329.0,28.0,Thomas Aquinas College,Santa Paula,CA,United States,collegescorecard.ed.gov
15072.0,15072.0,,,,Epic Bible College & Graduate School,Sacramento,CA,United States,collegescorecard.ed.gov
,,,,,UEI College-Huntington Park,Huntington Park,CA,United States,collegescorecard.ed.gov
,,0.9834,,,Concorde Career College-San Bernardino,San Bernardino,CA,United States,collegescorecard.ed.gov
,,1.0,,,Concorde Career College-North Hollywood,North Hollywood,CA,United States,collegescorecard.ed.gov
1426.0,9615.0,,,,Ventura College,Ventura,CA,United States,collegescorecard.ed.gov
,,,,,The Colleges of Law at Ventura,Ventura,CA,United States,collegescorecard.ed.gov
,,,,,Bridges Beauty College,Victorville,CA,United States,collegescorecard.ed.gov
1425.0,10125.0,,,,Victor Valley College,Victorville,CA,United States,collegescorecard.ed.gov
1258.0,9898.0,,,,Berkeley City College,Berkeley,CA,United States,collegescorecard.ed.gov
12762.0,12762.0,,,,Walden University,Minneapolis,MN,United States,collegescorecard.ed.gov
,,,,,Waynes College of Beauty,Salinas,CA,United States,collegescorecard.ed.gov
1384.0,10954.0,,,,Coalinga College,Coalinga,CA,United States,collegescorecard.ed.gov
1238.0,10572.0,,,,West Los Angeles College,Culver City,CA,United States,collegescorecard.ed.gov
0.0,8702.0,,,,West Valley College,Saratoga,CA,United States,collegescorecard.ed.gov
,,,,,Carrington College-Sacramento,Sacramento,CA,United States,collegescorecard.ed.gov
,,,,,Westminster Theological Seminary in California,Escondido,CA,United States,collegescorecard.ed.gov
53584.0,53584.0,0.7705,1328.0,29.0,Westmont College,Santa Barbara,CA,United States,collegescorecard.ed.gov
51350.0,51350.0,0.8079,,26.0,Whittier College,Whittier,CA,United States,collegescorecard.ed.gov
47056.0,47056.0,0.8165,,,Woodbury University,Burbank,CA,United States,collegescorecard.ed.gov
,,,,,The Wright Institute,Berkeley,CA,United States,collegescorecard.ed.gov
,,,,,Thomas Jefferson School of Law,San Diego,CA,United States,collegescorecard.ed.gov
